domain	alnlen	evalue	bits
d1vr7a_.pdb	120	1.727e-26	1071.0
d2r4ia1.pdb	122	1.716e-24	1005.0
d1lc0a1.pdb	172	2.16e-35	1342.0
d2dsya1.pdb	80	3.337e-16	608.0
d1vkza2.pdb	85	1.991e-17	647.0
d2b3ga_.pdb	117	6.062e-25	1047.0
d3b6na_.pdb	150	1.43e-38	1365.0
d1s8na_.pdb	190	2.229e-38	1482.0
d3om8a_.pdb	264	1.128e-59	2253.0
d2qalp1.pdb	82	8.243e-17	632.0
d3jv1a_.pdb	182	1.325e-33	1455.0
d1pbwa_.pdb	184	4.441e-29	1434.0
d2gdqa1.pdb	256	7.856e-61	2233.0
d1wera_.pdb	324	3.838e-42	2452.0
d1l5aa2.pdb	250	9.912e-53	2135.0
d1yura1.pdb	98	2.682e-17	675.0
d2c53a_.pdb	228	1.278e-52	1975.0
d1jg1a_.pdb	215	4.16e-50	1902.0
d2hqsa2.pdb	134	1.269e-30	1161.0
d1fk5a_.pdb	93	1.172e-16	697.0
d1jr1a1.pdb	362	6.628e-83	3214.0
d1h30a1.pdb	186	5.974e-38	1732.0
d1y5oa1.pdb	114	1.819e-21	944.0
d3b0fa_.pdb	43	2.236e-06	257.0
d1yq2a2.pdb	93	1.575e-17	807.0
d2i3oa1.pdb	504	0.0	4580.0
d2akja4.pdb	171	3.456e-41	1511.0
d3d9ra1.pdb	132	1.443e-27	1085.0
d1kxpd3.pdb	69	3.293e-11	443.0
d1mlia_.pdb	96	4.768e-21	792.0
d1u08a_.pdb	382	3.52e-82	3408.0
d1uxya2.pdb	142	3.076e-30	1178.0
d2ez1a_.pdb	455	1.171e-101	4019.0
d1alva_.pdb	173	3.331e-31	1330.0
d1nnla_.pdb	205	8.254e-50	1787.0
d3arcu_.pdb	97	1.265e-19	743.0
d3ci0j1.pdb	154	4.011e-30	1347.0
d1ki1b2.pdb	132	4.07e-27	1111.0
d1rq6a_.pdb	62	2.067e-10	411.0
d1te4a_.pdb	111	1.172e-16	810.0
d1yxya1.pdb	230	9.077e-51	1910.0
d1naqa_.pdb	106	2.202e-22	895.0
d1z21a1.pdb	96	7.259e-16	645.0
d2g5da1.pdb	382	7.721e-91	3587.0
d2bz1a1.pdb	173	4.382e-39	1446.0
d1i5za2.pdb	132	1.072e-25	1094.0
d1seza2.pdb	112	6.52e-24	950.0
d2fuja1.pdb	118	3.188e-22	990.0
d3ngha_.pdb	106	1.466e-20	826.0
d1duga1.pdb	140	3.51e-24	1071.0
d1jtva_.pdb	278	1.299e-58	2321.0
d7fd1a_.pdb	106	2.363e-23	859.0
d1djqa3.pdb	233	8.579e-52	1993.0
d2g0wa1.pdb	275	2.452e-58	2388.0
d2fiaa1.pdb	157	3.525e-34	1290.0
d1bd8a_.pdb	156	3.947e-26	1259.0
d1mtyd_.pdb	512	5.707e-83	4295.0
d1iray2.pdb	103	1.325e-21	929.0
d1svba2.pdb	302	1.539e-66	2889.0
d1fcda1.pdb	186	5.836e-44	1643.0
d1utha_.pdb	219	2.531e-52	1951.0
d3ejbb_.pdb	380	2.236e-64	3206.0
d2d5ba1.pdb	152	2.041e-23	1128.0
d2wuha_.pdb	163	1.008e-36	1571.0
d1dnya_.pdb	76	1.462e-14	584.0
d1gvza_.pdb	237	2.862e-52	2239.0
d1y2ka_.pdb	326	2.704e-46	2538.0
d1pixa2.pdb	287	2.602e-65	2448.0
d3pvia_.pdb	156	6.962e-34	1333.0
d1koea_.pdb	172	1.905e-44	1595.0
d1plsa_.pdb	113	2.291e-23	1002.0
d1z8ga2.pdb	110	7.045e-26	962.0
d2jfga3.pdb	204	1.581e-45	1774.0
d1niga_.pdb	146	6.04e-23	1064.0
d1ijqa2.pdb	50	8.347e-12	413.0
d1jmca1.pdb	116	1.599e-22	1016.0
d1uara1.pdb	143	8.388e-34	1244.0
d1zyma1.pdb	123	1.458e-17	813.0
d2z8la1.pdb	88	3.702e-18	786.0
d1edza1.pdb	171	2.036e-38	1460.0
d1tjxa_.pdb	156	2.071e-31	1387.0
d2i6ha1.pdb	179	6.631e-27	1362.0
d1g2na_.pdb	246	3.587e-41	1962.0
d1xhsa_.pdb	113	6.594e-25	1026.0
d3ag3e_.pdb	105	2.037e-16	795.0
d3umha_.pdb	180	3.021e-23	1013.0
d1llmc2.pdb	28	1.336e-05	208.0
d1lm8b_.pdb	106	2.401e-21	872.0
d1rcwa_.pdb	213	9.747e-31	1621.0
d2dg1a_.pdb	321	3.257e-67	3088.0
d1oywa3.pdb	200	3.651e-43	1645.0
d2i9wa3.pdb	25	0.0001559	168.0
d2iida1.pdb	370	5.765e-82	3259.0
d1wx1a_.pdb	330	1.426e-64	2834.0
d2cjla_.pdb	204	1.008e-43	1744.0
d2q37a1.pdb	142	6.58e-23	1055.0
d1ecea_.pdb	358	6.259e-83	3257.0
d2zptx_.pdb	288	3.82e-60	2464.0
d1w5qa_.pdb	320	2.204e-65	2671.0
d1ypzf1.pdb	120	7.763e-26	1141.0
d3nfka_.pdb	92	1.44e-19	824.0
d1dysa_.pdb	345	3.618e-80	3020.0
d2xbta_.pdb	158	9.124e-33	1454.0
d1jl5a_.pdb	353	1.389e-58	2901.0
d1nmoa_.pdb	247	4.458e-60	2227.0
d3ag3i_.pdb	73	1.946e-12	399.0
d3bofa2.pdb	300	1.249e-64	2657.0
d2vm1a_.pdb	110	1.728e-24	902.0
d1h3fa2.pdb	81	3.508e-19	689.0
d1mbaa_.pdb	146	1.742e-20	1021.0
d1ugja_.pdb	141	1.642e-31	1176.0
d2b5ic1.pdb	95	6.374e-19	860.0
d2ozaa_.pdb	332	3.814e-68	2789.0
d1v6ea_.pdb	95	1.353e-20	771.0
d1iqqa_.pdb	200	4.95e-45	1781.0
d1twfk_.pdb	114	5.296e-23	870.0
d2fi0a1.pdb	79	1.266e-14	576.0
d2hwja1.pdb	196	2.069e-44	1625.0
d1kbha_.pdb	47	5.31e-08	265.0
d1kbia1.pdb	407	2.426e-87	3444.0
d1r31a2.pdb	266	2.288e-55	2258.0
d2jama_.pdb	279	1.286e-55	2368.0
d1t77a1.pdb	304	5.369e-61	2605.0
d2ap1a1.pdb	186	1.301e-40	1613.0
d2oz4a3.pdb	84	7.212e-18	763.0
d3db7a_.pdb	127	6.812e-25	1095.0
d1iz0a2.pdb	164	8.551e-35	1346.0
d1wxxa2.pdb	318	8.016e-72	2812.0
d1xm7a_.pdb	186	2.126e-40	1635.0
d1lw7a2.pdb	181	3.705e-39	1502.0
d2wlva_.pdb	144	2.938e-25	1116.0
d1e7la1.pdb	54	2.259e-08	345.0
d1emsa2.pdb	271	1.224e-67	2479.0
d2icta_.pdb	94	8.43e-15	653.0
d1amxa_.pdb	150	7.096e-34	1432.0
d1twua_.pdb	137	4.266e-33	1248.0
d2fgca1.pdb	83	1.626e-17	669.0
d3bvfa_.pdb	172	1.32e-24	1212.0
d1keaa_.pdb	217	5.454e-35	1741.0
d1wspa1.pdb	83	1.137e-16	712.0
d2g0ta1.pdb	336	1.185e-69	2886.0
d1xoca1.pdb	504	0.0	4591.0
d1wfza_.pdb	130	5.998e-27	1044.0
d2hs1a_.pdb	99	7.544e-20	880.0
d1e7la2.pdb	103	3.058e-21	746.0
d1ee6a_.pdb	197	3.236e-37	1703.0
d1k5db_.pdb	146	3.934e-28	1245.0
d1y5ia1.pdb	170	3.983e-39	1546.0
d3bzy.1.pdb	17	0.134	80.0
d3c02a_.pdb	242	9.927e-37	1952.0
d1puee_.pdb	88	2.645e-18	664.0
d1qopb_.pdb	390	8.997e-88	3444.0
d1q1ua_.pdb	138	2.857e-27	1238.0
d1y9za_.pdb	435	5.293e-102	3990.0
d2gc6a1.pdb	114	3.734e-25	911.0
d3lqya_.pdb	187	9.499e-43	1599.0
d1uira_.pdb	309	4.107e-70	2833.0
d1qgna_.pdb	398	1.963e-90	3521.0
d1tiza_.pdb	67	4.138e-12	486.0
d1vj2a_.pdb	114	2.138e-23	1088.0
d2icya2.pdb	372	2.753e-86	3297.0
d2fbea1.pdb	188	1.952e-39	1789.0
d1ixsa_.pdb	50	1.785e-07	304.0
d1jkea_.pdb	145	1.537e-32	1276.0
d1n45a_.pdb	214	1.602e-30	1580.0
d2aeba_.pdb	314	6.104e-66	2760.0
d1zfja4.pdb	126	5.029e-28	1024.0
d2i2t11.pdb	50	7.589e-08	366.0
d2pcsa1.pdb	147	9.601e-30	1258.0
d1kvka2.pdb	169	2.165e-34	1305.0
d1vh0a_.pdb	157	6.073e-33	1233.0
d1a4ia1.pdb	160	1.589e-36	1368.0
d1o9ya_.pdb	71	1.144e-12	525.0
d1ry9a_.pdb	133	1.245e-26	1067.0
d1gpja2.pdb	159	1.035e-33	1314.0
d1ztda1.pdb	124	7.069e-19	922.0
d2q09a1.pdb	101	5.209e-24	905.0
d3fasa_.pdb	260	2.443e-62	2320.0
d1upsa1.pdb	266	5.629e-56	2524.0
d1jx7a_.pdb	117	3.755e-26	968.0
d1vzia2.pdb	37	8.296e-07	282.0
d1wi5a_.pdb	119	3.521e-23	882.0
d2j5ga_.pdb	248	1.643e-52	2102.0
d1lshb_.pdb	174	1.336e-33	1510.0
d1qfja2.pdb	135	1.087e-30	1125.0
d2c78a1.pdb	100	2.985e-19	911.0
d3ipra_.pdb	137	1.17e-27	1084.0
d1s5da_.pdb	218	8.421e-53	1933.0
d2sasa_.pdb	185	4.169e-30	1444.0
d1gcca_.pdb	63	6.505e-13	506.0
d1ivha2.pdb	236	8.641e-52	2047.0
d2cuaa_.pdb	122	6.619e-31	1185.0
d3beua_.pdb	224	2.341e-47	2032.0
d1p6ra_.pdb	82	3.583e-16	608.0
d3lnla_.pdb	307	3.017e-71	2757.0
d2iaza1.pdb	107	8.724e-15	586.0
d2nrka1.pdb	165	1.936e-34	1306.0
d1gvpa_.pdb	87	1.64e-15	733.0
d1nnva_.pdb	107	5.515e-21	876.0
d1v9ja_.pdb	113	8.11e-24	848.0
d2f1fa2.pdb	86	2.448e-18	714.0
d3obca_.pdb	108	1.174e-15	654.0
d1cx4a1.pdb	136	1.741e-29	1189.0
d1q15a2.pdb	204	5.323e-44	1807.0
d1ub7a2.pdb	149	1.641e-33	1242.0
d2ijqa1.pdb	145	3.275e-24	1170.0
d1cs6a4.pdb	89	6.801e-19	854.0
d1oxxk1.pdb	110	8.999e-22	1003.0
d1zcza2.pdb	295	6.801e-67	2664.0
d1fyea_.pdb	220	6.728e-49	1936.0
d2f66c1.pdb	65	6.752e-09	363.0
d2hlja1.pdb	153	7.864e-31	1260.0
d1eyha_.pdb	144	6.18e-23	1118.0
d1sq4a_.pdb	270	1.163e-55	2551.0
d2g50a1.pdb	102	4.334e-23	957.0
d3obqa_.pdb	141	8.045e-29	1185.0
d1odma_.pdb	329	1.217e-79	3014.0
d1bhua_.pdb	102	2.85e-26	930.0
d1ef1c_.pdb	90	2.172e-13	496.0
d1ef8a_.pdb	256	1.339e-56	2152.0
d1wjxa_.pdb	112	2.171e-21	983.0
d2v78a_.pdb	311	3.527e-70	2802.0
d3ph9a_.pdb	133	1.982e-31	1153.0
d1miob_.pdb	457	8.092e-103	3933.0
d1gm5a1.pdb	99	1.308e-17	698.0
d1jsga_.pdb	111	5.751e-22	1017.0
d1uufa1.pdb	178	3.769e-43	1664.0
d2dmba1.pdb	111	8.691e-22	956.0
d1clia2.pdb	175	4.93e-42	1539.0
d1rl4a_.pdb	154	1.433e-31	1280.0
d2cjja1.pdb	63	8.348e-11	443.0
d2hx5a1.pdb	144	1.183e-30	1279.0
d1f5na1.pdb	300	1.261e-39	1888.0
d1rypa_.pdb	243	6.065e-53	2085.0
d1d8ba_.pdb	81	7.046e-12	537.0
d1gtta1.pdb	213	1.243e-47	1982.0
d2basa1.pdb	257	5.527e-56	2139.0
d1nija2.pdb	95	1.967e-21	849.0
d1xgsa1.pdb	77	2.55e-16	584.0
d2bgca2.pdb	131	6.082e-25	1079.0
d1aoza2.pdb	209	1.896e-44	1985.0
d1te7a_.pdb	103	3.096e-22	882.0
d1wmha_.pdb	83	1.35e-18	703.0
d2dk8a1.pdb	68	2.386e-14	529.0
d1rlja_.pdb	135	6.42e-30	1125.0
d2qjza1.pdb	120	9.028e-19	871.0
d1ae9a_.pdb	171	3.327e-35	1454.0
d1noxa_.pdb	200	1.15e-41	1633.0
d2cdqa2.pdb	91	2.705e-19	720.0
d2r4qa1.pdb	101	1.329e-22	825.0
d1hcnb_.pdb	110	2.359e-19	884.0
d1q7fa_.pdb	279	8.014e-58	2635.0
d2p8ia_.pdb	117	6.548e-27	1003.0
d1g8fa2.pdb	221	7.149e-52	1900.0
d1wyua1.pdb	437	6.409e-92	3747.0
d2a15a1.pdb	132	1.608e-28	1131.0
d2v3za1.pdb	176	1.617e-41	1508.0
d1j8ua_.pdb	307	5.782e-63	2665.0
d2qlxa_.pdb	108	3.248e-22	858.0
d1cxzb_.pdb	86	3.792e-12	494.0
d1f8fa1.pdb	188	4.611e-43	1691.0
d1qhoa1.pdb	81	2.713e-16	731.0
d1wgpa_.pdb	137	1.174e-28	1172.0
d2zjda_.pdb	121	2.478e-26	969.0
d1i1na_.pdb	224	4.831e-53	2040.0
d2z6ra_.pdb	264	5.538e-61	2300.0
d2adca1.pdb	109	2.834e-24	914.0
d2p19a1.pdb	148	5.318e-27	1211.0
d1lkia_.pdb	172	1.333e-25	1265.0
d1z01a1.pdb	148	8.379e-32	1320.0
d2vbaa2.pdb	151	1.843e-36	1317.0
d1iloa_.pdb	77	3.74e-16	593.0
d1nrjb_.pdb	191	4.671e-43	1590.0
d3daqa_.pdb	292	5.218e-61	2426.0
d1neqa_.pdb	74	6.055e-14	554.0
d1rtwa_.pdb	206	1.103e-27	1408.0
d2nzca1.pdb	80	6.677e-19	670.0
d5ruba1.pdb	311	2.923e-67	2771.0
d3niaa_.pdb	267	1.319e-54	2335.0
d2bpta_.pdb	860	3.968e-97	6489.0
d1bdsa_.pdb	43	1.619e-09	371.0
d1btka_.pdb	160	3.438e-33	1435.0
d1o5za2.pdb	284	4.854e-59	2401.0
d1bora_.pdb	56	1.339e-14	462.0
d1ahsa_.pdb	126	1.053e-26	1182.0
d1n9wa1.pdb	93	5.895e-18	807.0
d1vl6a2.pdb	154	5.2e-32	1202.0
d2ptha_.pdb	193	1.923e-48	1733.0
d1v97a4.pdb	114	8.631e-23	918.0
d1zt2b1.pdb	207	7.711e-35	1614.0
d1i1ra1.pdb	100	4.531e-23	962.0
d1t0ga_.pdb	109	5.44e-25	917.0
d1vcva1.pdb	226	6.122e-44	1891.0
d1ko6.1.pdb	152	4.505e-33	1356.0
d1zhva2.pdb	66	2.169e-13	520.0
d2hkva1.pdb	147	6.326e-24	1072.0
d1e2ka_.pdb	308	2.008e-57	2674.0
d1a7sa_.pdb	221	1.894e-48	2097.0
d1u19a_.pdb	348	3.775e-55	2823.0
d3cina1.pdb	275	7.401e-63	2407.0
d2ig3a_.pdb	127	6.609e-21	960.0
d1aisb1.pdb	98	8.407e-15	720.0
d1j2jb_.pdb	41	5.084e-06	218.0
d1j7qa_.pdb	86	1.352e-18	660.0
d1knya2.pdb	125	5.097e-28	1062.0
d1smyf1.pdb	61	5.094e-10	406.0
d1sxjc1.pdb	95	2.963e-14	666.0
d1wgqa_.pdb	109	3.882e-22	945.0
d2k7wa1.pdb	192	1.271e-28	1325.0
d1ct9a2.pdb	192	2.942e-45	1768.0
d1r2za2.pdb	133	6.656e-28	1202.0
d2f2ha2.pdb	247	7.159e-51	2312.0
d1lkka_.pdb	105	8.853e-23	896.0
d1tjla2.pdb	41	6.051e-07	250.0
d4sgbi_.pdb	51	3.683e-11	445.0
d1bkra_.pdb	108	1.476e-17	854.0
d1lpva_.pdb	52	1.131e-11	378.0
d1lqta1.pdb	215	1.317e-48	1897.0
d2qzga1.pdb	88	1.451e-13	597.0
d1a8da2.pdb	205	1.728e-37	1821.0
d1vq8b1.pdb	337	3.679e-68	3084.0
d1ikpa1.pdb	244	1.464e-56	2333.0
d2fug41.pdb	370	2.78e-66	3197.0
d1ofda2.pdb	793	0.0	7144.0
d3ap9a_.pdb	151	5.378e-31	1445.0
d1nx4a_.pdb	247	2.037e-54	2178.0
d2pyqa1.pdb	113	3.134e-17	829.0
d3dqya_.pdb	106	1.504e-20	962.0
d1dmca_.pdb	31	2.081e-05	198.0
d1dmea_.pdb	28	0.0001007	188.0
d1dmga_.pdb	172	1.804e-37	1411.0
d1tiga_.pdb	88	1.216e-19	733.0
d2cwqa1.pdb	117	2.78e-17	742.0
d2o62a1.pdb	137	1.516e-26	1273.0
d1u94a1.pdb	243	5.339e-56	2055.0
d1nm3a1.pdb	74	3.688e-17	625.0
d1t3ta3.pdb	152	4.899e-31	1237.0
d2ofca_.pdb	141	1.795e-30	1311.0
d1hdmb2.pdb	85	3.504e-17	670.0
d1ixda_.pdb	104	4.737e-20	818.0
d1q4ga2.pdb	42	1.123e-09	361.0
d1q90n_.pdb	31	0.0008435	133.0
d1q90r_.pdb	39	5.566e-06	193.0
d1go3e1.pdb	99	1.076e-20	867.0
d1r4va_.pdb	151	2.869e-25	1099.0
d2bi0a2.pdb	152	1.6e-30	1300.0
d3irua_.pdb	276	1.02e-55	2223.0
d2heyr3.pdb	54	7.558e-11	443.0
d2j5wa4.pdb	179	1.961e-39	1659.0
d1j2ga1.pdb	152	4.636e-33	1296.0
d1tf7a2.pdb	242	2.514e-55	2113.0
d1jeyb2.pdb	226	1.514e-51	1931.0
d2hzqa_.pdb	166	1.451e-32	1473.0
d2g7ja1.pdb	112	1.258e-23	963.0
d3sfpa_.pdb	231	3.631e-55	2105.0
d1tv8a_.pdb	327	1.696e-73	2818.0
d1on3a2.pdb	264	1.582e-59	2257.0
d3gada_.pdb	115	2.343e-27	988.0
d1jala2.pdb	85	2.536e-18	691.0
d1oyga_.pdb	440	7.789e-98	4135.0
d1kxpd1.pdb	179	6.221e-28	1340.0
d1wb9a4.pdb	115	8.609e-26	949.0
d2ibna1.pdb	240	1.354e-41	1938.0
d1jroa4.pdb	167	1.414e-39	1439.0
d1v86a_.pdb	95	1.066e-21	756.0
d1yfua1.pdb	174	2.813e-38	1616.0
d3l51b_.pdb	166	6.815e-37	1371.0
d1isua_.pdb	62	3.07e-14	514.0
d1j0wa_.pdb	99	2.497e-20	898.0
d1t95a2.pdb	76	4.522e-15	584.0
d1vf7a_.pdb	237	1.717e-47	2027.0
d1jmsa1.pdb	95	1.734e-17	725.0
d1nyaa_.pdb	176	3.958e-29	1368.0
d2brja1.pdb	174	7.756e-34	1577.0
d1e1oa1.pdb	143	1.029e-31	1226.0
d1rqpa2.pdb	185	2.441e-45	1656.0
d2d5ra1.pdb	252	6.456e-57	2208.0
d1lwha1.pdb	50	3.305e-08	387.0
d1po5a_.pdb	465	6.792e-83	3813.0
d1a04a1.pdb	67	3.876e-11	460.0
d1ds9a_.pdb	198	1.464e-39	1717.0
d1srya1.pdb	110	9.637e-15	635.0
d1uj6a2.pdb	74	6.812e-15	617.0
d1jz8a2.pdb	105	5.214e-19	883.0
d1viza_.pdb	225	1.621e-50	1981.0
d1q25a3.pdb	152	3.65e-36	1440.0
d2bbkh_.pdb	355	1.152e-70	3445.0
d1nkia_.pdb	134	1.943e-29	1092.0
d2eyqa3.pdb	233	6.781e-46	1844.0
d1r3jc_.pdb	103	8.332e-16	688.0
d1wf6a_.pdb	132	8.413e-29	1053.0
d2f1ka2.pdb	165	5.047e-38	1441.0
d1hdma1.pdb	103	2.787e-20	944.0
d1nlfa_.pdb	254	6.903e-56	2178.0
d1bola_.pdb	222	2.65e-51	2020.0
d1qrj.1.pdb	15	0.7812	62.0
d1qrjb1.pdb	84	2.115e-14	586.0
d1sgva1.pdb	57	1.775e-12	469.0
d1ve9a2.pdb	93	3.922e-18	815.0
d2fug91.pdb	154	1.515e-37	1367.0
d2q80a1.pdb	285	3.379e-40	2151.0
d1pfsa_.pdb	78	1.314e-13	629.0
d1zy9a2.pdb	348	2.4e-81	3187.0
d2i0za2.pdb	165	6.438e-38	1430.0
d1fc6a3.pdb	92	1.141e-17	781.0
d1jyka_.pdb	229	5.882e-55	2035.0
d2ciwa2.pdb	179	4.157e-37	1363.0
d2w5aa_.pdb	267	2.47e-55	2269.0
d1x62a1.pdb	31	1.862e-06	241.0
d1x6da1.pdb	107	5.346e-22	906.0
d2e9xd1.pdb	139	2.651e-21	956.0
d3dnja_.pdb	80	7.606e-18	643.0
d1guqa2.pdb	171	7.096e-37	1387.0
d2j01p1.pdb	146	1.592e-30	1121.0
d2zoya1.pdb	74	1.22e-11	487.0
d3a6ra_.pdb	122	1.234e-25	1111.0
d1rhfa1.pdb	91	4.083e-19	841.0
d1wb1a2.pdb	79	7.605e-15	666.0
d2dtxa_.pdb	255	1.53e-56	2184.0
d1yfqa_.pdb	342	3.762e-68	3180.0
d1jhda2.pdb	223	1.287e-51	1911.0
d3ldza_.pdb	140	2.213e-21	1053.0
d1l9na3.pdb	99	2.897e-19	900.0
d3g0ma_.pdb	138	6.133e-26	1139.0
d1m56d_.pdb	42	2.406e-06	206.0
d1m5q1_.pdb	127	5.507e-25	1071.0
d1w27a_.pdb	690	0.0	5694.0
d2bmwa2.pdb	162	2.087e-37	1374.0
d1deca_.pdb	39	5.788e-08	313.0
d1dt9a1.pdb	134	2.951e-30	1112.0
d1qq5a_.pdb	245	2.587e-50	2044.0
d1a8oa_.pdb	70	1.677e-12	475.0
d1b3qa2.pdb	132	3.884e-26	1153.0
d1yyva1.pdb	114	3.704e-21	832.0
d2o8ia1.pdb	155	1.331e-25	1082.0
d3fsaa_.pdb	122	7.827e-30	1157.0
d1ftra2.pdb	148	3.616e-32	1212.0
d1qmea2.pdb	58	1.582e-12	481.0
d1txga1.pdb	155	2.072e-22	1141.0
d2dsta1.pdb	122	6.58e-29	1066.0
d3h8ka_.pdb	164	3.437e-36	1363.0
d1h72c1.pdb	163	5.305e-35	1396.0
d1v84a_.pdb	245	6.371e-56	2111.0
d1huxa_.pdb	259	1.325e-55	2250.0
d3qjga_.pdb	171	4.929e-39	1466.0
d1yara_.pdb	221	2.513e-47	1892.0
d1dyna_.pdb	113	1.042e-23	1010.0
d1r6la1.pdb	148	1.27e-33	1266.0
d2bz7a_.pdb	102	4.083e-24	954.0
d2jfra_.pdb	234	3.642e-54	2104.0
d1nj8a2.pdb	62	8.478e-13	493.0
d1qwja_.pdb	228	2.695e-54	2010.0
d3lmea_.pdb	129	1.735e-30	1113.0
d2gnxa2.pdb	120	2.5e-23	914.0
d3ddva1.pdb	121	1.921e-23	1025.0
d1k8ka2.pdb	254	1.5e-55	2135.0
d2vgoa_.pdb	269	1.08e-57	2338.0
d1owxa_.pdb	113	3.11e-23	903.0
d1w6na_.pdb	134	3.46e-27	1266.0
d2zc0a_.pdb	405	1.126e-84	3519.0
d1jcfa1.pdb	140	2.955e-31	1168.0
d2fj8a1.pdb	59	2.024e-12	522.0
d2jioa1.pdb	123	3.308e-29	1089.0
d1f1ua1.pdb	146	7.327e-34	1300.0
d1twff_.pdb	84	2.423e-17	645.0
d1x40a1.pdb	78	5.312e-14	559.0
d1ye8a1.pdb	172	9.654e-37	1395.0
d3ugsa_.pdb	205	2.062e-43	1656.0
d1wgna_.pdb	63	3.496e-09	377.0
d1wmza_.pdb	140	2.741e-31	1251.0
d2o8ra3.pdb	184	4.004e-41	1538.0
d1mn3a_.pdb	54	2.769e-08	302.0
d1mp8a_.pdb	252	2.388e-51	2162.0
d1pjca1.pdb	168	9.511e-35	1426.0
d2f2ba_.pdb	245	4.907e-37	1909.0
d1io1a_.pdb	395	4.542e-76	3294.0
d1b9wa2.pdb	44	7.197e-10	367.0
d1brwa3.pdb	103	9.893e-21	818.0
d1l3la1.pdb	65	5.007e-11	436.0
d1mkca_.pdb	43	2.286e-08	334.0
d1nu4a_.pdb	91	3.69e-22	771.0
d1srza_.pdb	68	1.613e-14	612.0
d1vyia_.pdb	111	2.254e-21	881.0
d1ursa_.pdb	366	2.603e-77	3233.0
d1i5na_.pdb	128	6.677e-19	866.0
d1uvqb2.pdb	92	1.799e-18	749.0
d1xgka_.pdb	325	2.659e-75	2888.0
d1uptb_.pdb	58	1.449e-08	328.0
d1ur1a_.pdb	346	4.084e-74	3059.0
d1zava1.pdb	177	1.831e-32	1303.0
d1eexa_.pdb	551	1.65e-103	4794.0
d1seia_.pdb	130	7.963e-26	1103.0
d2a6qa1.pdb	83	2.465e-15	556.0
d2rhca_.pdb	257	2.162e-56	2169.0
d2b78a1.pdb	68	8.805e-15	577.0
d2echa_.pdb	49	1.057e-12	415.0
d2euca1.pdb	108	1.532e-18	790.0
d2o3ga1.pdb	76	1.827e-16	623.0
d3eb2a_.pdb	288	4.103e-58	2445.0
d2w0ia_.pdb	135	7.071e-32	1176.0
d1jb0d_.pdb	138	4.434e-30	1169.0
d1ud0a_.pdb	84	3.342e-12	476.0
d1vq3a_.pdb	86	1.283e-16	646.0
d1g8qa_.pdb	90	6.892e-15	622.0
d1ihma_.pdb	492	0.0	4736.0
d3lhra_.pdb	92	7.495e-15	589.0
d1cxqa_.pdb	143	5.167e-31	1205.0
d1u6gc_.pdb	1146	0.0	8628.0
d1rzhh1.pdb	213	7.47e-47	1821.0
d2dtge2.pdb	116	1.541e-23	1050.0
d3c8ga1.pdb	165	5.927e-24	1146.0
d1dx5i3.pdb	40	2.878e-08	332.0
d1e32a1.pdb	86	3.101e-20	784.0
d1xa6a2.pdb	141	6.904e-32	1200.0
d2hj1a1.pdb	77	2.01e-13	495.0
d2quyd_.pdb	330	6.306e-73	3053.0
d1x6ha2.pdb	36	9.638e-07	249.0
d1y4wa2.pdb	353	2.342e-72	3373.0
d1kgcd1.pdb	112	3.042e-23	1058.0
d1u5pa2.pdb	101	1.075e-14	630.0
d1x8qa_.pdb	184	4.034e-38	1627.0
d3u26a_.pdb	230	1.072e-51	1922.0
d2bdta1.pdb	172	3.539e-36	1369.0
d1umka1.pdb	124	1.414e-23	1093.0
d2ieaa2.pdb	402	2.759e-77	3480.0
d2apja1.pdb	244	8.425e-56	2126.0
d1rkia1.pdb	98	7.889e-21	861.0
d1wb1a4.pdb	159	2.476e-36	1340.0
d1f7da_.pdb	118	1.744e-21	988.0
d1pi1a_.pdb	185	2.866e-30	1438.0
d2a5yb1.pdb	118	5.901e-24	938.0
d2pnwa1.pdb	354	3.578e-81	3201.0
d1c9fa_.pdb	87	2.92e-20	773.0
d3gfsa_.pdb	167	2.44e-35	1344.0
d1riea_.pdb	127	4.227e-28	1159.0
d1xhba2.pdb	316	5.222e-74	2867.0
d1h72c2.pdb	133	5.288e-28	1050.0
d1r7ma2.pdb	105	9.495e-23	878.0
d2fcfa1.pdb	82	2.454e-16	707.0
d2opla1.pdb	181	9.542e-39	1447.0
d1i4da_.pdb	188	8.222e-25	1138.0
d1rt8a_.pdb	467	4.183e-71	3824.0
d1i4ja_.pdb	110	1.792e-24	892.0
d1hfes_.pdb	88	3.446e-16	556.0
d1hfia_.pdb	62	3.639e-12	552.0
d1iufa1.pdb	78	1.368e-16	609.0
d1kv7a3.pdb	158	1.009e-34	1473.0
d1wu9a1.pdb	59	8.488e-09	296.0
d1wuis_.pdb	267	5.88e-65	2347.0
d1j48a_.pdb	109	1.365e-21	983.0
d1rhsa2.pdb	144	2.674e-34	1230.0
d2ecca1.pdb	76	1.551e-12	490.0
d2fufa_.pdb	126	3.743e-25	1030.0
d1p4ea1.pdb	125	8.308e-26	948.0
d1w6xa_.pdb	56	9.507e-11	477.0
d2b8ea1.pdb	127	3.013e-27	1025.0
d1d2na_.pdb	246	6.584e-51	2011.0
d2hnka_.pdb	229	1.696e-48	1916.0
d1v97a6.pdb	223	8.577e-51	1890.0
d3claa_.pdb	213	3.231e-49	1903.0
d1q6za2.pdb	180	2e-40	1535.0
